lon,lat,TransID,Observer,Depth Start,Depth End,Species,Confidence,Amount,Length,Depth_Category,Notes
24.39293,35.17217,ASSECret1410191HBSM_A,first,25.7,25.7,Coris julis,1,1,13,deep,NA
24.39293,35.17217,ASSECret1410191HBSM_A,first,25.7,25.7,Coris julis,1,2,11,deep,NA
24.39293,35.17217,ASSECret1410191HBSM_A,first,25.7,25.7,Coris julis,1,2,12,deep,NA
24.39293,35.17217,ASSECret1410191HBSM_A,first,25.7,25.7,Coris julis,1,4,17,deep,NA
24.39293,35.17217,ASSECret1410191HBSM_A,first,25.7,25.7,Gobius geniporus,1,1,12,deep,NA
24.39293,35.17217,ASSECret1410191HBSM_A,first,25.7,25.7,Sparisoma cretense,1,3,6,deep,NA
24.39293,35.17217,ASSECret1410191HBSM_A,first,25.7,25.7,Sparisoma cretense,1,1,18,deep,NA
24.39293,35.17217,ASSECret1410191HBSM_A,first,25.7,25.7,Spicara maena,1,5,11,deep,NA
24.39293,35.17217,ASSECret1410191HBSM_A,first,25.7,25.7,Coris julis,1,1,16,deep,NA
24.39293,35.17217,ASSECret1410191HBSM_A,first,25.7,25.7,Coris julis,1,1,14,deep,NA
24.39293,35.17217,ASSECret1410191HBSM_A,first,25.7,25.7,Thalassoma pavo,1,1,14,deep,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Sargocentron rubrum,1,1,14,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Thalassoma pavo,1,1,6,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Thalassoma pavo,1,1,18,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Thalassoma pavo,1,1,8,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Thalassoma pavo,1,1,16,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Chromis chromis,1,5,6,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Chromis chromis,1,4,10,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Chromis chromis,1,2,9,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Diplodus vulgaris,1,1,16,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Diplodus vulgaris,1,2,10,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Diplodus vulgaris,1,1,12,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Epinephelus costea,1,1,24,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Siganus luridus,1,1,20,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Siganus luridus,1,1,10,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Siganus luridus,1,3,11,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Spicara maena,1,2,13,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Spicara maena,1,200,10,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Spicara maena,1,3,12,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Pterois miles,1,4,30,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Pterois miles,1,3,28,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Sparisoma cretense,1,3,12,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Sparisoma cretense,1,1,25,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Coris julis,1,2,11,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Coris julis,1,1,17,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Serranus scriba,1,1,16,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Scorpaena maderensis,1,1,16,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Thalassoma pavo,1,1,13,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_B,first,13.9,13.9,Apogon imberbis,1,1,10,medium,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Thalassoma pavo,1,1,12,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Thalassoma pavo,1,3,11,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Thalassoma pavo,1,1,14,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Thalassoma pavo,1,1,11,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Sparisoma cretense,1,1,11,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Sparisoma cretense,1,4,14,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Sparisoma cretense,1,15,15,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Sparisoma cretense,1,2,18,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Spicara maena,1,200,8,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Scorpaena maderensis,1,1,13,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Coris julis,1,1,14,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Coris julis,1,1,13,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Coris julis,1,1,11,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Diplodus vulgaris,1,1,11,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Diplodus vulgaris,1,1,12,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Siganus luridus,1,10,15,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Sparisoma cretense,1,5,12,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Sparisoma cretense,1,2,17,shallow,NA
24.39293,35.17217,ASSECret1410191HBSM_C,first,8.8,8.8,Sparisoma cretense,1,20,14,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Pterois miles,1,3,25,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Epinephelus costea,2,1,40,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Epinephelus costea,2,2,30,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Chromis chromis,1,400,9,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Chromis chromis,1,200,5,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Siganus luridus,1,40,15,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Sparisoma cretense,1,1,20,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Sparisoma cretense,1,2,15,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Sparisoma cretense,1,2,10,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Serranus cabrilla,1,1,16,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Sparisoma cretense,1,1,25,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Sparisoma cretense,1,5,10,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Sparisoma cretense,1,5,5,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Mullus surmuletus,1,1,17,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Mullus surmuletus,1,2,20,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Mullus surmuletus,1,2,13,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Symphodus mediterraneus,1,1,10,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Coris julis,1,3,10,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Coris julis,1,1,15,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Thalassoma pavo,1,3,10,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Thalassoma pavo,1,1,13,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Thalassoma pavo,1,2,4,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Epinephelus marginatus,1,1,40,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Symphodus tinca,1,1,15,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Diplodus vulgaris,1,1,13,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Apogon imberbis,1,2,13,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Diplodus sargus,1,1,20,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Diplodus sargus,1,1,20,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_A,first,28.5,27.8,Atherinomorus forskalii,2,300,6,deep,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Diplodus vulgaris,1,1,8,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Coris julis,1,1,8,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Coris julis,1,1,18,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Coris julis,1,3,14,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Coris julis,1,1,13,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Thalassoma pavo,1,1,2,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Thalassoma pavo,1,2,2,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Chromis chromis,1,200,3,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Chromis chromis,1,100,4,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Diplodus sargus,1,1,18,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Diplodus sargus,1,2,8,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Siganus luridus,1,4,15,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Siganus luridus,1,5,17,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Diplodus vulgaris,1,200,15,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Sparisoma cretense,1,3,13,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Sparisoma cretense,1,1,18,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Sparisoma cretense,1,4,14,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Thalassoma pavo,1,3,10,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Thalassoma pavo,1,4,10,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Spondyliosoma cantharus,1,1,10,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Oblada melanura,1,1,13,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Serranus cabrilla,1,1,17,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_B,first,11,8,Siganus rivulatus,1,3,16,medium,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Chromis chromis,1,30,4,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Chromis chromis,1,10,8,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Chromis chromis,1,300,10,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Thalassoma pavo,1,1,4,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Thalassoma pavo,1,1,10,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Thalassoma pavo,1,1,3,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Thalassoma pavo,1,1,3,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Oblada melanura,1,1,4,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Siganus luridus,1,1,5,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Siganus luridus,1,1,5,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Siganus luridus,1,9,13,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Thalassoma pavo,1,3,13,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Thalassoma pavo,1,2,18,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Thalassoma pavo,1,4,5,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Sparisoma cretense,1,2,16,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Sparisoma cretense,1,3,14,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Sparisoma cretense,1,2,16,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Diplodus sargus,1,1,18,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Diplodus sargus,1,1,18,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Scorpaena porcus,2,1,12,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Serranus scriba,1,1,14,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Thalassoma pavo,1,3,15,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Siganus luridus,1,10,8,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Siganus luridus,1,20,14,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Sparisoma cretense,1,8,13,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Sparisoma cretense,1,2,10,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Sparisoma cretense,1,12,9,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Siganus rivulatus,1,4,8,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Siganus rivulatus,1,2,15,shallow,NA
24.409021,35.17072,ASSECret1410192SCSS_C,first,4.3,3.9,Chromis chromis,1,100,6,shallow,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Diplodus vulgaris,1,4,12,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Diplodus vulgaris,1,4,20,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Apogon imberbis,1,1,6,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Apogon imberbis,1,1,8,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Chromis chromis,1,20,5,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Serranus cabrilla,1,1,14,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Serranus cabrilla,1,1,10,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Coris julis,1,1,5,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Coris julis,1,1,13,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Coris julis,1,1,12,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Coris julis,1,1,15,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Coris julis,1,1,8,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Diplodus vulgaris,1,15,10,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Diplodus vulgaris,1,1,12,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Sparisoma cretense,1,1,20,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Sparisoma cretense,1,1,16,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Sparisoma cretense,1,1,15,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Sparisoma cretense,1,1,8,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Diplodus sargus,1,1,15,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Thalassoma pavo,1,2,8,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Thalassoma pavo,1,1,12,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Thalassoma pavo,1,1,6,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Thalassoma pavo,1,3,10,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Symphodus mediterraneus,1,1,9,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Coris julis,1,2,7,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Coris julis,1,1,8,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Coris julis,1,1,14,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Coris julis,1,1,12,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Coris julis,1,3,13,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Serranus scriba,1,1,15,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Spicara smaris,2,600,6,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Siganus luridus,1,1,8,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_A,first,17.5,17.5,Chromis chromis,1,30,4,deep,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Pterois miles,1,1,18,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Apogon imberbis,1,2,12,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Apogon imberbis,1,1,14,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Apogon imberbis,1,1,12,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Siganus luridus,1,2,7,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Siganus luridus,1,2,14,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Coris julis,1,1,14,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Coris julis,1,1,5,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Coris julis,1,1,14,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Coris julis,1,1,7,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Coris julis,1,1,12,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Coris julis,1,1,14,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Chromis chromis,1,30,4,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Thalassoma pavo,1,1,10,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Thalassoma pavo,1,1,10,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Thalassoma pavo,1,2,4,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Thalassoma pavo,1,1,3,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Thalassoma pavo,1,1,12,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Thalassoma pavo,1,1,12,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Diplodus vulgaris,1,3,12,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Diplodus vulgaris,1,3,15,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Gobius bucchichi,1,1,7,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Serranus cabrilla,1,1,12,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Parablennius rouxi,1,1,6,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Thalassoma pavo,1,1,12,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Thalassoma pavo,1,1,16,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Thalassoma pavo,1,2,4,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Thalassoma pavo,1,2,8,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Sparisoma cretense,1,2,7,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Sparisoma cretense,1,1,15,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Sparisoma cretense,1,2,5,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Sparisoma cretense,1,1,16,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Siganus luridus,1,2,12,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Siganus luridus,1,2,10,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Siganus luridus,1,1,14,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Serranus scriba,1,1,15,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Diplodus vulgaris,1,1,15,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Diplodus vulgaris,1,1,8,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Diplodus sargus,1,1,17,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Scorpaena maderensis,1,2,6,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Serranus cabrilla,1,1,16,medium,NA
24.409021,35.17072,ASSECret1410192MLSO_B,first,15.4,14.3,Gobius geniporus,2,1,14,medium,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Chromis chromis,1,2000,8,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Thalassoma pavo,1,1,11,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Thalassoma pavo,1,1,12,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Thalassoma pavo,1,3,11,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Coris julis,1,2,14,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Sparisoma cretense,1,3,14,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Sparisoma cretense,1,1,16,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Sparisoma cretense,1,2,18,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Sparisoma cretense,1,4,14,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Siganus luridus,1,1,17,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Siganus luridus,1,2,16,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Diplodus vulgaris,1,2,18,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Diplodus vulgaris,1,10,15,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Diplodus vulgaris,1,20,11,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Epinephelus costea,1,1,21,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Epinephelus costea,1,1,35,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Epinephelus costea,1,1,35,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Siganus rivulatus,1,1,20,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Epinephelus marginatus,1,1,32,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Boops boops,1,50,10,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Spicara maena,1,40,11,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Spicara maena,1,10,7,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Muraena helena,1,1,100,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Siganus luridus,1,1,16,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Coris julis,1,1,20,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Mullus surmuletus,1,1,14,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Mullus surmuletus,1,1,13,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Serranus cabrilla,1,1,16,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Gobius auratus,1,1,9,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_A,first,26,26,Pterois miles,1,1,26,deep,NA
24.409021,35.17072,ASSECret1410192HBSM_B,first,12,12,Diplodus vulgaris,1,12,11,medium,NA
24.409021,35.17072,ASSECret1410192HBSM_B,first,12,12,Diplodus vulgaris,1,50,12,medium,NA
24.409021,35.17072,ASSECret1410192HBSM_B,first,12,12,Thalassoma pavo,1,1,11,medium,NA
24.409021,35.17072,ASSECret1410192HBSM_B,first,12,12,Thalassoma pavo,1,2,7,medium,NA
24.409021,35.17072,ASSECret1410192HBSM_B,first,12,12,Thalassoma pavo,1,1,15,medium,NA
24.409021,35.17072,ASSECret1410192HBSM_B,first,12,12,Thalassoma pavo,1,1,5,medium,NA
24.409021,35.17072,ASSECret1410192HBSM_B,first,12,12,Chromis chromis,1,15,10,medium,NA
