lon,lat,Date,Site,TransID,TripID,Location,Start,End,Sea cond,Country,Project,Reserve,First Observer,Second Observer,SiteID,Transect,Depth Start,Depth End,Time Start,Time End,Photos,Logger,Notes,Observer,Species,Confidence,Amount,Length,Distance,numeric_id,Observer_Name,Season,Year,Mean_Depth,Depth_Category
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Thalassoma pavo,1,1,5,0,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Thalassoma pavo,1,2,2,0,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Sparisoma cretense,1,1,5,1,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Sparisoma cretense,1,1,6,1,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Sparisoma cretense,1,1,22,3,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Sparisoma cretense,1,1,20,3,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Pterois miles,1,1,20,0,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Diplodus vulgaris,1,3,12,3,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Diplodus vulgaris,1,30,5,5,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Spondyliosoma cantharus,1,1,15,0,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Siganus luridus,1,1,15,1,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Spicara smaris,2,3,7,1,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Spicara smaris,1,1000,5,0,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Diplodus sargus,1,1,12,1,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Boops boops,1,1000,6,1,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Serranus cabrilla,1,1,12,3,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Mullus surmuletus,1,1,12,1,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Serranus scriba,1,1,14,1,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_A,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,A,25.8,24.6,10:32:00,10:40:00,yes,yes,NA,second,Serranus scriba,1,1,12,1,41,Sarah Ohayon,Fall,2019,25.200000000000003,deep
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Sparisoma cretense,1,5,15,3,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Sparisoma cretense,1,1,17,3,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Sparisoma cretense,1,1,25,0,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Sparisoma cretense,1,1,30,0,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Sparisoma cretense,1,1,10,2,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Coris julis,1,1,16,0,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Coris julis,1,1,15,0,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Symphodus mediterraneus,1,1,7,1,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Siganus luridus,1,13,15,1,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Siganus luridus,1,1,30,3,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Siganus luridus,1,1,25,3,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Spicara smaris,2,600,6,1,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Spicara smaris,2,200,8,0,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Thalassoma pavo,1,1,5,1,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Thalassoma pavo,1,1,14,2,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Thalassoma pavo,1,1,16,2,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Thalassoma pavo,1,1,10,1,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Thalassoma pavo,1,1,6,1.5,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Thalassoma pavo,1,1,4,0,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Thalassoma pavo,1,1,3,0,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Diplodus vulgaris,1,1,6,2,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Diplodus vulgaris,1,1,12,1,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Diplodus vulgaris,1,1,10,0,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Epinephelus costea,1,1,35,1,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Thalassoma pavo,1,1,16,2,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Thalassoma pavo,1,1,15,2,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Thalassoma pavo,1,3,13,0,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Thalassoma pavo,1,1,16,1,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Serranus scriba,1,1,25,3,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Serranus scriba,1,1,25,2,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Siganus luridus,1,4,18,3,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Diplodus sargus,1,1,14,1,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,first,Diplodus sargus,1,1,10,0,42,Mai Lazarus,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Chromis chromis,1,50,8,4,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Chromis chromis,1,30,4,2,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Chromis chromis,1,30,3,2,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Spicara smaris,2,1000,5,1,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Spicara smaris,2,1000,4,1,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Siganus luridus,1,10,12,3,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Siganus luridus,1,3,15,2,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Thalassoma pavo,1,2,14,3,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Thalassoma pavo,1,1,6,1,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Thalassoma pavo,1,1,12,1,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Thalassoma pavo,1,2,6,0,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Coris julis,1,1,18,0,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Sparisoma cretense,1,1,18,3,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Sparisoma cretense,1,1,4,3,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Sparisoma cretense,1,1,6,3,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Sparisoma cretense,1,2,12,3,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Sparisoma cretense,1,1,16,3,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Sparisoma cretense,1,1,8,0,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Siganus rivulatus,1,2,12,3,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Sparisoma cretense,1,6,6,0,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Thalassoma pavo,1,1,10,2,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Thalassoma pavo,1,1,6,2,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Thalassoma pavo,1,1,4,2,42,Sarah Ohayon,Fall,2019,6.85,shallow
24.39293,35.17217,2019-10-14,1,ASSECret1410191MLSO_B,ASSECret141019,Cretes,NA,NA,NA,Greece,ASSEMBLE,out,Mai Lazarus,Sarah Ohayon,ASSECret1410191MLSO,B,6.2,7.5,11:00:00,11:20:00,yes,yes,NA,second,Thalassoma pavo,1,1,5,0,42,Sarah Ohayon,Fall,2019,6.85,shallow
